,X,Domain.Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Production.in.tonnes,Flag,FlagD
577,576,QC,Crops,100,India,5419,Yield,414,commercial Crops,1998,27333,Fc,Calculated data
578,577,QC,Crops,100,India,5419,Yield,414,commercial Crops,1999,29311,Fc,Calculated data
579,578,QC,Crops,100,India,5419,Yield,414,commercial Crops,2000,26827,Fc,Calculated data
580,579,QC,Crops,100,India,5419,Yield,414,commercial Crops,2001,26627,Fc,Calculated data
581,580,QC,Crops,100,India,5419,Yield,414,commercial Crops,2002,24376,Fc,Calculated data
582,581,QC,Crops,100,India,5419,Yield,414,commercial Crops,2003,22303,Fc,Calculated data
583,582,QC,Crops,100,India,5419,Yield,414,commercial Crops,2004,24571,Fc,Calculated data
584,583,QC,Crops,100,India,5419,Yield,414,commercial Crops,2005,24766,Fc,Calculated data
585,584,QC,Crops,100,India,5419,Yield,414,commercial Crops,2006,26175,Fc,Calculated data
586,585,QC,Crops,100,India,5419,Yield,414,commercial Crops,2007,27161,Fc,Calculated data
587,586,QC,Crops,100,India,5419,Yield,414,commercial Crops,2008,27317,Fc,Calculated data
588,587,QC,Crops,100,India,5419,Yield,414,commercial Crops,2009,27184,Fc,Calculated data
589,588,QC,Crops,100,India,5419,Yield,414,commercial Crops,2010,28019,Fc,Calculated data
590,589,QC,Crops,100,India,5419,Yield,414,commercial Crops,2011,28297,Fc,Calculated data
591,590,QC,Crops,100,India,5419,Yield,414,commercial Crops,2012,28182,Fc,Calculated data
592,591,QC,Crops,100,India,5419,Yield,414,commercial Crops,2013,28182,Fc,Calculated data
593,592,QC,Crops,100,India,5419,Yield,515,Fruits,1996,55798,Fc,Calculated data
594,593,QC,Crops,100,India,5419,Yield,515,Fruits,2000,45652,Fc,Calculated data
595,594,QC,Crops,100,India,5419,Yield,515,Fruits,2001,51250,Fc,Calculated data
596,595,QC,Crops,100,India,5419,Yield,515,Fruits,2002,48333,Fc,Calculated data
597,596,QC,Crops,100,India,5419,Yield,526,Dry Fruits,1994,29167,Fc,Calculated data
598,597,QC,Crops,100,India,5419,Yield,526,Dry Fruits,1995,29627,Fc,Calculated data
599,598,QC,Crops,100,India,5419,Yield,526,Dry Fruits,1996,30896,Fc,Calculated data
600,599,QC,Crops,100,India,5419,Yield,526,Dry Fruits,1997,30224,Fc,Calculated data
601,600,QC,Crops,100,India,5419,Yield,526,Dry Fruits,1998,28523,Fc,Calculated data
602,601,QC,Crops,100,India,5419,Yield,526,Dry Fruits,1999,31757,Fc,Calculated data
603,602,QC,Crops,100,India,5419,Yield,526,Dry Fruits,2000,32967,Fc,Calculated data
604,603,QC,Crops,100,India,5419,Yield,526,Dry Fruits,2001,32499,Fc,Calculated data
605,604,QC,Crops,100,India,5419,Yield,526,Dry Fruits,2002,31254,Fc,Calculated data
606,605,QC,Crops,100,India,5419,Yield,526,Dry Fruits,2003,33561,Fc,Calculated data
607,606,QC,Crops,100,India,5419,Yield,526,Dry Fruits,2004,29763,Fc,Calculated data
608,607,QC,Crops,100,India,5419,Yield,526,Dry Fruits,2005,30476,Fc,Calculated data
609,608,QC,Crops,100,India,5419,Yield,526,Dry Fruits,2006,30916,Fc,Calculated data
610,609,QC,Crops,100,India,5419,Yield,526,Dry Fruits,2007,31970,Fc,Calculated data
611,610,QC,Crops,100,India,5419,Yield,526,Dry Fruits,2008,33364,Fc,Calculated data
612,611,QC,Crops,100,India,5419,Yield,526,Dry Fruits,2009,32135,Fc,Calculated data
613,612,QC,Crops,100,India,5419,Yield,526,Dry Fruits,2010,33843,Fc,Calculated data
614,613,QC,Crops,100,India,5419,Yield,526,Dry Fruits,2011,34259,Fc,Calculated data
615,614,QC,Crops,100,India,5419,Yield,526,Dry Fruits,2012,34000,Fc,Calculated data
616,615,QC,Crops,100,India,5419,Yield,526,Dry Fruits,2013,34000,Fc,Calculated data
617,616,QC,Crops,100,India,5419,Yield,531,Dry Fruits,1994,26250,Fc,Calculated data
618,617,QC,Crops,100,India,5419,Yield,531,Dry Fruits,1995,26780,Fc,Calculated data
619,618,QC,Crops,100,India,5419,Yield,531,Dry Fruits,1996,28235,Fc,Calculated data
620,619,QC,Crops,100,India,5419,Yield,531,Dry Fruits,1997,27497,Fc,Calculated data
621,620,QC,Crops,100,India,5419,Yield,531,Dry Fruits,1998,26047,Fc,Calculated data
622,621,QC,Crops,100,India,5419,Yield,531,Dry Fruits,1999,37602,Fc,Calculated data
623,622,QC,Crops,100,India,5419,Yield,531,Dry Fruits,2000,39059,Fc,Calculated data
624,623,QC,Crops,100,India,5419,Yield,531,Dry Fruits,2001,39101,Fc,Calculated data
625,624,QC,Crops,100,India,5419,Yield,531,Dry Fruits,2002,37607,Fc,Calculated data
626,625,QC,Crops,100,India,5419,Yield,531,Dry Fruits,2003,40380,Fc,Calculated data
627,626,QC,Crops,100,India,5419,Yield,531,Dry Fruits,2004,35816,Fc,Calculated data
628,627,QC,Crops,100,India,5419,Yield,531,Dry Fruits,2005,36680,Fc,Calculated data
629,628,QC,Crops,100,India,5419,Yield,531,Dry Fruits,2006,37214,Fc,Calculated data
630,629,QC,Crops,100,India,5419,Yield,531,Dry Fruits,2007,38479,Fc,Calculated data
631,630,QC,Crops,100,India,5419,Yield,531,Dry Fruits,2008,40154,Fc,Calculated data
632,631,QC,Crops,100,India,5419,Yield,531,Dry Fruits,2009,38671,Fc,Calculated data
633,632,QC,Crops,100,India,5419,Yield,531,Dry Fruits,2010,40724,Fc,Calculated data
634,633,QC,Crops,100,India,5419,Yield,531,Dry Fruits,2011,41232,Fc,Calculated data
635,634,QC,Crops,100,India,5419,Yield,531,Dry Fruits,2012,40909,Fc,Calculated data
636,635,QC,Crops,100,India,5419,Yield,531,Dry Fruits,2013,40909,Fc,Calculated data
637,636,QC,Crops,100,India,5419,Yield,534,Fruits,1994,47222,Fc,Calculated data
638,637,QC,Crops,100,India,5419,Yield,534,Fruits,1995,48634,Fc,Calculated data
639,638,QC,Crops,100,India,5419,Yield,534,Fruits,1996,51351,Fc,Calculated data
640,639,QC,Crops,100,India,5419,Yield,534,Fruits,1997,51573,Fc,Calculated data
641,640,QC,Crops,100,India,5419,Yield,534,Fruits,1998,47409,Fc,Calculated data
642,641,QC,Crops,100,India,5419,Yield,534,Fruits,1999,53234,Fc,Calculated data
643,642,QC,Crops,100,India,5419,Yield,534,Fruits,2000,55231,Fc,Calculated data
644,643,QC,Crops,100,India,5419,Yield,536,Fruits,1994,40000,Fc,Calculated data
645,644,QC,Crops,100,India,5419,Yield,536,Fruits,1995,40351,Fc,Calculated data
646,645,QC,Crops,100,India,5419,Yield,536,Fruits,1996,41561,Fc,Calculated data
647,646,QC,Crops,100,India,5419,Yield,536,Fruits,1997,41571,Fc,Calculated data
648,647,QC,Crops,100,India,5419,Yield,536,Fruits,1998,38419,Fc,Calculated data
649,648,QC,Crops,100,India,5419,Yield,536,Fruits,1999,42854,Fc,Calculated data
650,649,QC,Crops,100,India,5419,Yield,536,Fruits,2000,44523,Fc,Calculated data
651,650,QC,Crops,100,India,5419,Yield,536,Fruits,2001,44561,Fc,Calculated data
652,651,QC,Crops,100,India,5419,Yield,536,Fruits,2002,49475,Fc,Calculated data
653,652,QC,Crops,100,India,5419,Yield,541,Fruits,1994,56545,Fc,Calculated data
654,653,QC,Crops,100,India,5419,Yield,541,Fruits,1995,52092,Fc,Calculated data
655,654,QC,Crops,100,India,5419,Yield,541,Fruits,1996,37543,Fc,Calculated data
656,655,QC,Crops,100,India,5419,Yield,541,Fruits,1997,39088,Fc,Calculated data
657,656,QC,Crops,100,India,5419,Yield,541,Fruits,1998,35608,Fc,Calculated data
658,657,QC,Crops,100,India,5419,Yield,541,Fruits,1999,38348,Fc,Calculated data
659,658,QC,Crops,100,India,5419,Yield,541,Fruits,2000,39244,Fc,Calculated data
660,659,QC,Crops,100,India,5419,Yield,541,Fruits,2001,39660,Fc,Calculated data
661,660,QC,Crops,100,India,5419,Yield,541,Fruits,2002,38101,Fc,Calculated data
662,661,QC,Crops,100,India,5419,Yield,541,Fruits,2003,40873,Fc,Calculated data
663,662,QC,Crops,100,India,5419,Yield,541,Fruits,2004,36232,Fc,Calculated data
664,663,QC,Crops,100,India,5419,Yield,541,Fruits,2005,37078,Fc,Calculated data
665,664,QC,Crops,100,India,5419,Yield,541,Fruits,2006,37604,Fc,Calculated data
666,665,QC,Crops,100,India,5419,Yield,541,Fruits,2007,38878,Fc,Calculated data
667,666,QC,Crops,100,India,5419,Yield,541,Fruits,2008,40587,Fc,Calculated data
668,667,QC,Crops,100,India,5419,Yield,541,Fruits,2009,39060,Fc,Calculated data
669,668,QC,Crops,100,India,5419,Yield,541,Fruits,2010,41136,Fc,Calculated data
670,669,QC,Crops,100,India,5419,Yield,541,Fruits,2011,41634,Fc,Calculated data
671,670,QC,Crops,100,India,5419,Yield,541,Fruits,2012,41739,Fc,Calculated data
672,671,QC,Crops,100,India,5419,Yield,541,Fruits,2013,41739,Fc,Calculated data
673,672,QC,Crops,100,India,5419,Yield,558,Fruits,1994,41138,Fc,Calculated data
674,673,QC,Crops,100,India,5419,Yield,558,Fruits,1995,37861,Fc,Calculated data
675,674,QC,Crops,100,India,5419,Yield,558,Fruits,1996,27295,Fc,Calculated data
676,675,QC,Crops,100,India,5419,Yield,558,Fruits,1997,28436,Fc,Calculated data
677,676,QC,Crops,100,India,5419,Yield,558,Fruits,1998,25862,Fc,Calculated data
678,677,QC,Crops,100,India,5419,Yield,558,Fruits,1999,27897,Fc,Calculated data
679,678,QC,Crops,100,India,5419,Yield,558,Fruits,2000,28964,Fc,Calculated data
680,679,QC,Crops,100,India,5419,Yield,558,Fruits,2001,28866,Fc,Calculated data
681,680,QC,Crops,100,India,5419,Yield,558,Fruits,2002,27780,Fc,Calculated data
682,681,QC,Crops,100,India,5419,Yield,558,Fruits,2003,29856,Fc,Calculated data
683,682,QC,Crops,100,India,5419,Yield,558,Fruits,2004,26499,Fc,Calculated data
684,683,QC,Crops,100,India,5419,Yield,558,Fruits,2005,27157,Fc,Calculated data
685,684,QC,Crops,100,India,5419,Yield,558,Fruits,2006,27557,Fc,Calculated data
686,685,QC,Crops,100,India,5419,Yield,558,Fruits,2007,28499,Fc,Calculated data
687,686,QC,Crops,100,India,5419,Yield,569,Fruits,1994,24328,Fc,Calculated data
688,687,QC,Crops,100,India,5419,Yield,569,Fruits,1995,28226,Fc,Calculated data
689,688,QC,Crops,100,India,5419,Yield,569,Fruits,1996,29318,Fc,Calculated data
690,689,QC,Crops,100,India,5419,Yield,569,Fruits,1997,28648,Fc,Calculated data
691,690,QC,Crops,100,India,5419,Yield,569,Fruits,1998,26994,Fc,Calculated data
692,691,QC,Crops,100,India,5419,Yield,569,Fruits,1999,30211,Fc,Calculated data
693,692,QC,Crops,100,India,5419,Yield,569,Fruits,2000,31579,Fc,Calculated data
694,693,QC,Crops,100,India,5419,Yield,569,Fruits,2001,31764,Fc,Calculated data
695,694,QC,Crops,100,India,5419,Yield,569,Fruits,2002,30550,Fc,Calculated data
696,695,QC,Crops,100,India,5419,Yield,569,Fruits,2003,32804,Fc,Calculated data
697,696,QC,Crops,100,India,5419,Yield,569,Fruits,2004,29094,Fc,Calculated data
698,697,QC,Crops,100,India,5419,Yield,569,Fruits,2005,29793,Fc,Calculated data
699,698,QC,Crops,100,India,5419,Yield,569,Fruits,2006,30223,Fc,Calculated data
700,699,QC,Crops,100,India,5419,Yield,569,Fruits,2007,31251,Fc,Calculated data
701,700,QC,Crops,100,India,5419,Yield,569,Fruits,2008,32618,Fc,Calculated data
702,701,QC,Crops,100,India,5419,Yield,569,Fruits,2009,31409,Fc,Calculated data
703,702,QC,Crops,100,India,5419,Yield,569,Fruits,2010,33076,Fc,Calculated data
704,703,QC,Crops,100,India,5419,Yield,569,Fruits,2011,33487,Fc,Calculated data
705,704,QC,Crops,100,India,5419,Yield,569,Fruits,2012,34545,Fc,Calculated data
706,705,QC,Crops,100,India,5419,Yield,569,Fruits,2013,34545,Fc,Calculated data
707,706,QC,Crops,100,India,5419,Yield,571,Fruits,2009,55219,Fc,Calculated data
708,707,QC,Crops,100,India,5419,Yield,656,Breweries,1994,9183,Fc,Calculated data
709,708,QC,Crops,100,India,5419,Yield,656,Breweries,1995,7877,Fc,Calculated data
710,709,QC,Crops,100,India,5419,Yield,656,Breweries,1996,9215,Fc,Calculated data
711,710,QC,Crops,100,India,5419,Yield,656,Breweries,1997,8158,Fc,Calculated data
712,711,QC,Crops,100,India,5419,Yield,656,Breweries,1998,7982,Fc,Calculated data
713,712,QC,Crops,100,India,5419,Yield,656,Breweries,1999,8768,Fc,Calculated data
714,713,QC,Crops,100,India,5419,Yield,656,Breweries,2000,9467,Fc,Calculated data
715,714,QC,Crops,100,India,5419,Yield,656,Breweries,2001,9588,Fc,Calculated data
716,715,QC,Crops,100,India,5419,Yield,656,Breweries,2002,9385,Fc,Calculated data
717,716,QC,Crops,100,India,5419,Yield,656,Breweries,2003,8586,Fc,Calculated data
718,717,QC,Crops,100,India,5419,Yield,656,Breweries,2004,8320,Fc,Calculated data
719,718,QC,Crops,100,India,5419,Yield,656,Breweries,2005,8265,Fc,Calculated data
720,719,QC,Crops,100,India,5419,Yield,656,Breweries,2006,8027,Fc,Calculated data
721,720,QC,Crops,100,India,5419,Yield,656,Breweries,2007,8396,Fc,Calculated data
722,721,QC,Crops,100,India,5419,Yield,656,Breweries,2008,7605,Fc,Calculated data
723,722,QC,Crops,100,India,5419,Yield,656,Breweries,2009,7484,Fc,Calculated data
724,723,QC,Crops,100,India,5419,Yield,656,Breweries,2010,8146,Fc,Calculated data
725,724,QC,Crops,100,India,5419,Yield,656,Breweries,2011,8378,Fc,Calculated data
726,725,QC,Crops,100,India,5419,Yield,656,Breweries,2012,8517,Fc,Calculated data
727,726,QC,Crops,100,India,5419,Yield,656,Breweries,2013,8456,Fc,Calculated data
728,727,QC,Crops,100,India,5419,Yield,661,Dry Fruits,1994,5674,Fc,Calculated data
729,728,QC,Crops,100,India,5419,Yield,661,Dry Fruits,1995,5381,Fc,Calculated data
730,729,QC,Crops,100,India,5419,Yield,661,Dry Fruits,1996,5333,Fc,Calculated data
731,730,QC,Crops,100,India,5419,Yield,661,Dry Fruits,1997,4597,Fc,Calculated data
732,731,QC,Crops,100,India,5419,Yield,661,Dry Fruits,1998,4387,Fc,Calculated data
733,732,QC,Crops,100,India,5419,Yield,661,Dry Fruits,1999,4191,Fc,Calculated data
734,733,QC,Crops,100,India,5419,Yield,661,Dry Fruits,2000,3930,Fc,Calculated data
735,734,QC,Crops,100,India,5419,Yield,661,Dry Fruits,2001,4155,Fc,Calculated data
736,735,QC,Crops,100,India,5419,Yield,661,Dry Fruits,2002,4203,Fc,Calculated data
737,736,QC,Crops,100,India,5419,Yield,661,Dry Fruits,2003,3835,Fc,Calculated data
738,737,QC,Crops,100,India,5419,Yield,661,Dry Fruits,2004,3669,Fc,Calculated data
739,738,QC,Crops,100,India,5419,Yield,661,Dry Fruits,2005,3326,Fc,Calculated data
740,739,QC,Crops,100,India,5419,Yield,661,Dry Fruits,2006,3453,Fc,Calculated data
741,740,QC,Crops,100,India,5419,Yield,661,Dry Fruits,2007,3355,Fc,Calculated data
742,741,QC,Crops,100,India,5419,Yield,661,Dry Fruits,2008,3312,Fc,Calculated data
743,742,QC,Crops,100,India,5419,Yield,661,Dry Fruits,2009,3471,Fc,Calculated data
744,743,QC,Crops,100,India,5419,Yield,661,Dry Fruits,2010,2786,Fc,Calculated data
745,744,QC,Crops,100,India,5419,Yield,661,Dry Fruits,2011,2549,Fc,Calculated data
746,745,QC,Crops,100,India,5419,Yield,661,Dry Fruits,2012,2063,Fc,Calculated data
747,746,QC,Crops,100,India,5419,Yield,661,Dry Fruits,2013,1970,Fc,Calculated data
748,747,QC,Crops,100,India,5419,Yield,667,Breweries,1994,17676,Fc,Calculated data
749,748,QC,Crops,100,India,5419,Yield,667,Breweries,1995,17614,Fc,Calculated data
750,749,QC,Crops,100,India,5419,Yield,667,Breweries,1996,17705,Fc,Calculated data
751,750,QC,Crops,100,India,5419,Yield,667,Breweries,1997,18097,Fc,Calculated data
752,751,QC,Crops,100,India,5419,Yield,667,Breweries,1998,18664,Fc,Calculated data
753,752,QC,Crops,100,India,5419,Yield,667,Breweries,1999,18439,Fc,Calculated data
754,753,QC,Crops,100,India,5419,Yield,667,Breweries,2000,16857,Fc,Calculated data
755,754,QC,Crops,100,India,5419,Yield,667,Breweries,2001,16806,Fc,Calculated data
756,755,QC,Crops,100,India,5419,Yield,667,Breweries,2002,16745,Fc,Calculated data
757,756,QC,Crops,100,India,5419,Yield,667,Breweries,2003,16395,Fc,Calculated data
758,757,QC,Crops,100,India,5419,Yield,667,Breweries,2004,16904,Fc,Calculated data
759,758,QC,Crops,100,India,5419,Yield,667,Breweries,2005,17409,Fc,Calculated data
760,759,QC,Crops,100,India,5419,Yield,667,Breweries,2006,17080,Fc,Calculated data
761,760,QC,Crops,100,India,5419,Yield,667,Breweries,2007,17160,Fc,Calculated data
762,761,QC,Crops,100,India,5419,Yield,667,Breweries,2008,17063,Fc,Calculated data
763,762,QC,Crops,100,India,5419,Yield,667,Breweries,2009,16800,Fc,Calculated data
764,763,QC,Crops,100,India,5419,Yield,667,Breweries,2010,17119,Fc,Calculated data
765,764,QC,Crops,100,India,5419,Yield,667,Breweries,2011,18258,Fc,Calculated data
766,765,QC,Crops,100,India,5419,Yield,667,Breweries,2012,18761,Fc,Calculated data
767,766,QC,Crops,100,India,5419,Yield,667,Breweries,2013,21433,Fc,Calculated data
768,767,QC,Crops,100,India,5419,Yield,687,commercial Crops,1994,2686,Fc,Calculated data
769,768,QC,Crops,100,India,5419,Yield,687,commercial Crops,1995,3140,Fc,Calculated data
770,769,QC,Crops,100,India,5419,Yield,687,commercial Crops,1996,3109,Fc,Calculated data
771,770,QC,Crops,100,India,5419,Yield,687,commercial Crops,1997,3111,Fc,Calculated data
772,771,QC,Crops,100,India,5419,Yield,687,commercial Crops,1998,3132,Fc,Calculated data
773,772,QC,Crops,100,India,5419,Yield,687,commercial Crops,1999,3167,Fc,Calculated data
774,773,QC,Crops,100,India,5419,Yield,687,commercial Crops,2000,3010,Fc,Calculated data
775,774,QC,Crops,100,India,5419,Yield,687,commercial Crops,2001,2991,Fc,Calculated data
776,775,QC,Crops,100,India,5419,Yield,687,commercial Crops,2002,2831,Fc,Calculated data
777,776,QC,Crops,100,India,5419,Yield,687,commercial Crops,2003,2963,Fc,Calculated data
778,777,QC,Crops,100,India,5419,Yield,687,commercial Crops,2004,3136,Fc,Calculated data
779,778,QC,Crops,100,India,5419,Yield,687,commercial Crops,2005,3198,Fc,Calculated data
780,779,QC,Crops,100,India,5419,Yield,687,commercial Crops,2006,3570,Fc,Calculated data
781,780,QC,Crops,100,India,5419,Yield,687,commercial Crops,2007,2805,Fc,Calculated data
782,781,QC,Crops,100,India,5419,Yield,687,commercial Crops,2008,2382,Fc,Calculated data
783,782,QC,Crops,100,India,5419,Yield,687,commercial Crops,2009,1986,Fc,Calculated data
784,783,QC,Crops,100,India,5419,Yield,687,commercial Crops,2010,2604,Fc,Calculated data
785,784,QC,Crops,100,India,5419,Yield,687,commercial Crops,2011,2826,Fc,Calculated data
786,785,QC,Crops,100,India,5419,Yield,687,commercial Crops,2012,2050,Fc,Calculated data
787,786,QC,Crops,100,India,5419,Yield,687,commercial Crops,2013,4240,Fc,Calculated data
788,787,QC,Crops,100,India,5419,Yield,689,commercial Crops,1994,9585,Fc,Calculated data
789,788,QC,Crops,100,India,5419,Yield,689,commercial Crops,1995,9173,Fc,Calculated data
790,789,QC,Crops,100,India,5419,Yield,689,commercial Crops,1996,11292,Fc,Calculated data
791,790,QC,Crops,100,India,5419,Yield,689,commercial Crops,1997,10351,Fc,Calculated data
792,791,QC,Crops,100,India,5419,Yield,689,commercial Crops,1998,11706,Fc,Calculated data
793,792,QC,Crops,100,India,5419,Yield,689,commercial Crops,1999,10976,Fc,Calculated data
794,793,QC,Crops,100,India,5419,Yield,689,commercial Crops,2000,11760,Fc,Calculated data
795,794,QC,Crops,100,India,5419,Yield,689,commercial Crops,2001,12148,Fc,Calculated data
796,795,QC,Crops,100,India,5419,Yield,689,commercial Crops,2002,10824,Fc,Calculated data
797,796,QC,Crops,100,India,5419,Yield,689,commercial Crops,2003,15959,Fc,Calculated data
798,797,QC,Crops,100,India,5419,Yield,689,commercial Crops,2004,16075,Fc,Calculated data
799,798,QC,Crops,100,India,5419,Yield,689,commercial Crops,2005,15492,Fc,Calculated data
800,799,QC,Crops,100,India,5419,Yield,689,commercial Crops,2006,16281,Fc,Calculated data
801,800,QC,Crops,100,India,5419,Yield,689,commercial Crops,2007,16013,Fc,Calculated data
802,801,QC,Crops,100,India,5419,Yield,689,commercial Crops,2008,16300,Fc,Calculated data
803,802,QC,Crops,100,India,5419,Yield,689,commercial Crops,2009,15679,Fc,Calculated data
804,803,QC,Crops,100,India,5419,Yield,689,commercial Crops,2010,15445,Fc,Calculated data
805,804,QC,Crops,100,India,5419,Yield,689,commercial Crops,2011,15859,Fc,Calculated data
806,805,QC,Crops,100,India,5419,Yield,689,commercial Crops,2012,16432,Fc,Calculated data
807,806,QC,Crops,100,India,5419,Yield,689,commercial Crops,2013,17374,Fc,Calculated data
808,807,QC,Crops,100,India,5419,Yield,702,commercial Crops,1994,1066,Fc,Calculated data
809,808,QC,Crops,100,India,5419,Yield,702,commercial Crops,1995,1153,Fc,Calculated data
810,809,QC,Crops,100,India,5419,Yield,702,commercial Crops,1996,1273,Fc,Calculated data
811,810,QC,Crops,100,India,5419,Yield,702,commercial Crops,1997,1241,Fc,Calculated data
812,811,QC,Crops,100,India,5419,Yield,702,commercial Crops,1998,1059,Fc,Calculated data
813,812,QC,Crops,100,India,5419,Yield,702,commercial Crops,1999,1262,Fc,Calculated data
814,813,QC,Crops,100,India,5419,Yield,702,commercial Crops,2000,1569,Fc,Calculated data
815,814,QC,Crops,100,India,5419,Yield,702,commercial Crops,2001,1659,Fc,Calculated data
816,815,QC,Crops,100,India,5419,Yield,702,commercial Crops,2002,1740,Fc,Calculated data
817,816,QC,Crops,100,India,5419,Yield,702,commercial Crops,2003,1747,Fc,Calculated data
818,817,QC,Crops,100,India,5419,Yield,702,commercial Crops,2004,1775,Fc,Calculated data
819,818,QC,Crops,100,India,5419,Yield,702,commercial Crops,2005,1858,Fc,Calculated data
820,819,QC,Crops,100,India,5419,Yield,702,commercial Crops,2006,1635,Fc,Calculated data
821,820,QC,Crops,100,India,5419,Yield,702,commercial Crops,2007,1666,Fc,Calculated data
822,821,QC,Crops,100,India,5419,Yield,702,commercial Crops,2008,1680,Fc,Calculated data
823,822,QC,Crops,100,India,5419,Yield,702,commercial Crops,2009,1743,Fc,Calculated data
824,823,QC,Crops,100,India,5419,Yield,702,commercial Crops,2010,1811,Fc,Calculated data
825,824,QC,Crops,100,India,5419,Yield,702,commercial Crops,2011,1777,Fc,Calculated data
826,825,QC,Crops,100,India,5419,Yield,702,commercial Crops,2012,1964,Fc,Calculated data
827,846,QC,Crops,100,India,5419,Yield,711,commercial Crops,2013,7840,Fc,Calculated data
828,827,QC,Crops,100,India,5419,Yield,711,commercial Crops,1994,3589,Fc,Calculated data
829,828,QC,Crops,100,India,5419,Yield,711,commercial Crops,1995,3667,Fc,Calculated data
830,829,QC,Crops,100,India,5419,Yield,711,commercial Crops,1996,4414,Fc,Calculated data
831,830,QC,Crops,100,India,5419,Yield,711,commercial Crops,1997,4197,Fc,Calculated data
832,831,QC,Crops,100,India,5419,Yield,711,commercial Crops,1998,4573,Fc,Calculated data
833,832,QC,Crops,100,India,5419,Yield,711,commercial Crops,1999,4681,Fc,Calculated data
834,833,QC,Crops,100,India,5419,Yield,711,commercial Crops,2000,4840,Fc,Calculated data
835,834,QC,Crops,100,India,5419,Yield,711,commercial Crops,2001,4303,Fc,Calculated data
836,835,QC,Crops,100,India,5419,Yield,711,commercial Crops,2002,2968,Fc,Calculated data
837,836,QC,Crops,100,India,5419,Yield,711,commercial Crops,2003,5345,Fc,Calculated data
838,837,QC,Crops,100,India,5419,Yield,711,commercial Crops,2004,5531,Fc,Calculated data
839,838,QC,Crops,100,India,5419,Yield,711,commercial Crops,2005,5844,Fc,Calculated data
840,839,QC,Crops,100,India,5419,Yield,711,commercial Crops,2006,5681,Fc,Calculated data
841,840,QC,Crops,100,India,5419,Yield,711,commercial Crops,2007,7013,Fc,Calculated data
842,841,QC,Crops,100,India,5419,Yield,711,commercial Crops,2008,6575,Fc,Calculated data
843,842,QC,Crops,100,India,5419,Yield,711,commercial Crops,2009,6844,Fc,Calculated data
844,843,QC,Crops,100,India,5419,Yield,711,commercial Crops,2010,7367,Fc,Calculated data
845,844,QC,Crops,100,India,5419,Yield,711,commercial Crops,2011,7747,Fc,Calculated data
846,845,QC,Crops,100,India,5419,Yield,711,commercial Crops,2012,7746,Fc,Calculated data
847,886,QC,Crops,100,India,5419,Yield,723,commercial Crops,2013,20268,Fc,Calculated data
848,847,QC,Crops,100,India,5419,Yield,720,commercial Crops,1994,19566,Fc,Calculated data
849,848,QC,Crops,100,India,5419,Yield,720,commercial Crops,1995,19000,Fc,Calculated data
850,849,QC,Crops,100,India,5419,Yield,720,commercial Crops,1996,33073,Fc,Calculated data
851,850,QC,Crops,100,India,5419,Yield,720,commercial Crops,1997,33158,Fc,Calculated data
852,851,QC,Crops,100,India,5419,Yield,720,commercial Crops,1998,33718,Fc,Calculated data
853,852,QC,Crops,100,India,5419,Yield,720,commercial Crops,1999,33918,Fc,Calculated data
854,853,QC,Crops,100,India,5419,Yield,720,commercial Crops,2000,33571,Fc,Calculated data
855,854,QC,Crops,100,India,5419,Yield,720,commercial Crops,2001,30798,Fc,Calculated data
856,855,QC,Crops,100,India,5419,Yield,720,commercial Crops,2002,30192,Fc,Calculated data
857,856,QC,Crops,100,India,5419,Yield,720,commercial Crops,2003,31769,Fc,Calculated data
858,857,QC,Crops,100,India,5419,Yield,720,commercial Crops,2004,35476,Fc,Calculated data
859,858,QC,Crops,100,India,5419,Yield,720,commercial Crops,2005,37671,Fc,Calculated data
860,859,QC,Crops,100,India,5419,Yield,720,commercial Crops,2006,35371,Fc,Calculated data
861,860,QC,Crops,100,India,5419,Yield,720,commercial Crops,2007,37078,Fc,Calculated data
862,861,QC,Crops,100,India,5419,Yield,720,commercial Crops,2008,37378,Fc,Calculated data
863,862,QC,Crops,100,India,5419,Yield,720,commercial Crops,2009,34987,Fc,Calculated data
864,863,QC,Crops,100,India,5419,Yield,720,commercial Crops,2010,35831,Fc,Calculated data
865,864,QC,Crops,100,India,5419,Yield,720,commercial Crops,2011,47082,Fc,Calculated data
866,865,QC,Crops,100,India,5419,Yield,720,commercial Crops,2012,48774,Fc,Calculated data
867,866,QC,Crops,100,India,5419,Yield,720,commercial Crops,2013,50221,Fc,Calculated data
868,867,QC,Crops,100,India,5419,Yield,723,commercial Crops,1994,14076,Fc,Calculated data
869,868,QC,Crops,100,India,5419,Yield,723,commercial Crops,1995,12048,Fc,Calculated data
870,869,QC,Crops,100,India,5419,Yield,723,commercial Crops,1996,13350,Fc,Calculated data
871,870,QC,Crops,100,India,5419,Yield,723,commercial Crops,1997,12287,Fc,Calculated data
872,871,QC,Crops,100,India,5419,Yield,723,commercial Crops,1998,12969,Fc,Calculated data
873,872,QC,Crops,100,India,5419,Yield,723,commercial Crops,1999,16319,Fc,Calculated data
874,873,QC,Crops,100,India,5419,Yield,723,commercial Crops,2000,17341,Fc,Calculated data
875,874,QC,Crops,100,India,5419,Yield,723,commercial Crops,2001,14795,Fc,Calculated data
876,875,QC,Crops,100,India,5419,Yield,723,commercial Crops,2002,18586,Fc,Calculated data
